Date,bitcoin_Open,bitcoin_High,bitcoin_Low,bitcoin_Close,bitcoin_Volume,bitcoin_Market Cap,iota_Open,iota_High,iota_Low,iota_Close,iota_Volume,iota_Market Cap,bitcoin_cash_Open,bitcoin_cash_High,bitcoin_cash_Low,bitcoin_cash_Close,bitcoin_cash_Volume,bitcoin_cash_Market Cap,bitconnect_Open,bitconnect_High,bitconnect_Low,bitconnect_Close,bitconnect_Volume,bitconnect_Market Cap,waves_Open,waves_High,waves_Low,waves_Close,waves_Volume,waves_Market Cap,stratis_Open,stratis_High,stratis_Low,stratis_Close,stratis_Volume,stratis_Market Cap,ripple_Open,ripple_High,ripple_Low,ripple_Close,ripple_Volume,ripple_Market Cap,qtum_Open,qtum_High,qtum_Low,qtum_Close,qtum_Volume,qtum_Market Cap,ethereum_classic_Open,ethereum_classic_High,ethereum_classic_Low,ethereum_classic_Close,ethereum_classic_Volume,ethereum_classic_Market Cap,omisego_Open,omisego_High,omisego_Low,omisego_Close,omisego_Volume,omisego_Market Cap,numeraire_Open,numeraire_High,numeraire_Low,numeraire_Close,numeraire_Volume,numeraire_Market Cap,nem_Open,nem_High,nem_Low,nem_Close,nem_Volume,nem_Market Cap,litecoin_Open,litecoin_High,litecoin_Low,litecoin_Close,litecoin_Volume,litecoin_Market Cap,ethereum_Open,ethereum_High,ethereum_Low,ethereum_Close,ethereum_Volume,ethereum_Market Cap,dash_Open,dash_High,dash_Low,dash_Close,dash_Volume,dash_Market Cap,monero_Open,monero_High,monero_Low,monero_Close,monero_Volume,monero_Market Cap
1/6/16,431.86,431.86,426.34,429.11,34042500.00,6498830000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006044,0.006044,0.005983,0.006003,316235.00,202699000.00,,,,,,,,,,,,,,,,,,,,,,,,,0.000186,0.000195,0.000182,0.000188,1372.00,1678260.00,3.47,3.47,3.44,3.45,2208860.00,152276000.00,0.950028,0.960659,0.935708,0.95086,308791.00,72229700.00,3.33,3.4,3.29,3.38,34542.00,20334100.00,0.49922,0.516756,0.49552,0.505053,19057.00,5295000.00
1/5/16,433.07,434.18,429.68,431.96,34522600.00,6515380000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005954,0.006044,0.005953,0.006044,381554.00,199673000.00,,,,,,,,,,,,,,,,,,,,,,,,,0.000203,0.000205,0.000183,0.000186,1676.00,1824260.00,3.49,3.51,3.45,3.47,2104650.00,153319000.00,0.953147,0.970597,0.946543,0.950176,219833.00,72442400.00,3.32,3.44,3.29,3.33,71861.00,20278200.00,0.517417,0.542459,0.494788,0.499272,30449.00,5482480.00
1/4/16,430.06,434.52,429.08,433.09,38477500.00,6468180000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006019,0.006059,0.005953,0.005958,310820.00,201852000.00,,,,,,,,,,,,,,,,,,,,,,,,,0.000175,0.000244,0.000168,0.000203,7346.00,1575230.00,3.48,3.51,3.48,3.5,3309740.00,152699000.00,0.972045,0.976438,0.929835,0.95448,346245.00,73853900.00,3.25,3.35,3.24,3.32,65748.00,19882500.00,0.506154,0.528551,0.498989,0.517388,29381.00,5357790.00
1/3/16,433.58,433.74,424.71,430.01,39633800.00,6519500000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006066,0.00607,0.005988,0.006017,291723.00,203442000.00,,,,,,,,,,,,,,,,,,,,,,,,,0.000165,0.000175,0.00016,0.000175,573.00,1484340.00,3.5,3.51,3.45,3.48,2406150.00,153739000.00,0.93843,0.991362,0.934313,0.971905,407632.00,71275900.00,3.29,3.35,3.13,3.24,87155.00,20114800.00,0.532842,0.540589,0.490855,0.500312,43237.00,5634660.00
1/2/16,434.62,436.06,431.87,433.44,30096600.00,6533630000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005957,0.006079,0.005933,0.006065,278539.00,199767000.00,,,,,,,,,,,,,,,,,,,,,,,,,0.000162,0.000177,0.000161,0.000165,1140.00,1458810.00,3.52,3.53,3.49,3.5,3020260.00,154187000.00,0.947401,0.969637,0.93656,0.937124,255504.00,71933100.00,3.38,3.43,3.24,3.28,62353.00,20638600.00,0.498302,0.564373,0.498302,0.532668,64901.00,5264120.00
1/1/16,430.72,436.25,427.51,434.33,36278900.00,6473530000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00604,0.006044,0.005933,0.005955,211767.00,202562000.00,,,,,,,,,,,,,,,,,,,,,,,,,0.000151,0.000173,0.000151,0.000162,1361.00,1358320.00,3.48,3.53,3.47,3.51,2791170.00,152570000.00,0.933712,0.954822,0.931442,0.948024,206062.00,70870900.00,3.33,3.54,3.24,3.38,98317.00,20289600.00,0.470707,0.556793,0.465202,0.497867,88914.00,4967640.00
12/31/15,425.88,432.92,418.74,430.57,45996600.00,6399190000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006184,0.006184,0.006039,0.00604,374355.00,207381000.00,,,,,,,,,,,,,,,,,,,,,,,,,0.00016,0.00016,0.000147,0.000151,1171.00,1439410.00,3.46,3.5,3.41,3.48,2667620.00,151635000.00,0.912098,0.975414,0.910277,0.933542,663994.00,69207400.00,3.52,3.61,3.08,3.27,191862.00,21459700.00,0.441443,0.473527,0.438939,0.470402,27510.00,4654080.00
12/30/15,433.3,434.39,422.08,426.62,46889400.00,6508960000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006266,0.006271,0.00617,0.006182,280345.00,210132000.00,,,,,,,,,,,,,,,,,,,,,,,,,0.000161,0.000173,0.000145,0.00016,2870.00,1448130.00,3.51,3.51,3.45,3.46,2202460.00,153896000.00,0.874258,0.941099,0.866647,0.911958,604078.00,66314200.00,3.09,4.65,3.09,3.52,524544.00,18810200.00,0.456351,0.471401,0.437645,0.441028,34389.00,4806230.00
12/29/15,422.1,432.98,420.63,432.98,51596500.00,6339010000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006342,0.006353,0.006245,0.006264,312612.00,212685000.00,,,,,,,,,,,,,,,,,,,,,,,,,0.00014,0.000163,0.00014,0.000161,1042.00,1256480.00,3.47,3.52,3.44,3.5,2161460.00,152035000.00,0.843835,0.873054,0.833232,0.873054,215742.00,63985600.00,3.03,3.09,2.92,3.09,141636.00,18461600.00,0.446724,0.470286,0.441525,0.45616,14980.00,4700130.00
12/28/15,423.34,429.77,418.48,422.28,49638600.00,6356100000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006348,0.006442,0.006326,0.00634,469583.00,212902000.00,,,,,,,,,,,,,,,,,,,,,,,,,0.00015,0.000166,0.00014,0.00014,1392.00,1352370.00,3.48,3.53,3.46,3.47,1647170.00,152300000.00,0.856356,0.872394,0.832932,0.845005,235134.00,64913200.00,2.64,3.05,2.63,2.98,88281.00,16067600.00,0.452179,0.45989,0.443942,0.446928,14727.00,4752790.00
12/27/15,416.51,424.01,408.88,422.82,53591200.00,6251440000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006172,0.006355,0.006132,0.006343,465856.00,206978000.00,,,,,,,,,,,,,,,,,,,,,,,,,0.000162,0.000162,0.000145,0.00015,3405.00,1454210.00,3.42,3.49,3.39,3.48,2048800.00,149735000.00,0.853166,0.861538,0.841151,0.856365,164565.00,64650000.00,2.73,2.73,2.6,2.65,37590.00,16651400.00,0.448906,0.4664,0.440986,0.451554,16567.00,4713750.00
12/26/15,455.76,457.49,405.76,417.27,116166000.00,6838480000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006491,0.006508,0.006145,0.006174,665210.00,217690000.00,,,,,,,,,,,,,,,,,,,,,,,,,0.000185,0.000186,0.000156,0.000162,1106.00,1665990.00,3.64,3.64,3.38,3.42,3880050.00,159347000.00,0.870766,0.897453,0.838314,0.854603,425282.00,65961900.00,2.83,2.98,2.68,2.77,96357.00,17218200.00,0.488908,0.494685,0.436318,0.446716,16968.00,5128550.00
12/25/15,454.86,458.31,452.07,455.65,39078500.00,6823120000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005971,0.006514,0.00597,0.006487,815998.00,200253000.00,,,,,,,,,,,,,,,,,,,,,,,,,0.000182,0.000206,0.000168,0.000185,3183.00,1635830.00,3.65,3.68,3.6,3.62,1628860.00,159629000.00,0.861993,0.882556,0.861993,0.870363,187114.00,65275400.00,2.77,2.94,2.72,2.83,99786.00,16851000.00,0.489532,0.496537,0.482095,0.484163,9978.00,5129570.00
12/24/15,443.09,458.46,443.08,454.99,57157200.00,6645120000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006023,0.006053,0.005955,0.005971,332166.00,201991000.00,,,,,,,,,,,,,,,,,,,,,,,,,0.000203,0.000205,0.000163,0.000178,3898.00,1824760.00,3.59,3.68,3.59,3.64,2530790.00,157004000.00,0.859433,0.882818,0.8476,0.863262,354646.00,65060000.00,2.53,2.78,2.53,2.77,83730.00,15396800.00,0.480936,0.493704,0.474434,0.490058,23611.00,5034380.00
12/23/15,436.72,444.53,436.62,442.4,47161400.00,6547850000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006188,0.006211,0.006015,0.006021,364178.00,207526000.00,,,,,,,,,,,,,,,,,,,,,,,,,0.000194,0.000211,0.000187,0.000203,4073.00,1742160.00,3.43,3.59,3.43,3.58,2274490.00,150056000.00,0.861782,0.88294,0.856065,0.858077,334993.00,65215800.00,2.55,2.6,2.48,2.53,51744.00,15506300.00,0.478893,0.499558,0.467131,0.482244,36501.00,5007830.00
12/22/15,437.44,443.69,435.52,436.57,50840400.00,6556960000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006271,0.006278,0.006184,0.006193,460222.00,210319000.00,,,,,,,,,,,,,,,,,,,,,,,,,0.000192,0.00021,0.000176,0.000194,3694.00,1729500.00,3.46,3.48,3.4,3.42,1366080.00,151163000.00,0.894973,0.909526,0.862059,0.864202,454249.00,67704600.00,2.47,2.6,2.46,2.55,47646.00,15026900.00,0.488346,0.507606,0.457085,0.480099,25924.00,5101530.00
12/21/15,442.84,444.73,427.31,438.64,77639700.00,6636280000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006234,0.006356,0.006158,0.006269,512514.00,209072000.00,,,,,,,,,,,,,,,,,,,,,,,,,0.000155,0.000219,0.000143,0.000192,6140.00,1398200.00,3.55,3.55,3.43,3.46,2244460.00,154934000.00,0.906065,0.91739,0.891182,0.900771,549113.00,68521200.00,2.5,2.51,2.41,2.47,43767.00,15164400.00,0.505214,0.515024,0.450852,0.488745,56810.00,5272120.00
12/20/15,462.23,462.64,434.34,442.69,75409400.00,6925030000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006292,0.006341,0.006205,0.006235,577803.00,211015000.00,,,,,,,,,,,,,,,,,,,,,,,,,0.000162,0.000164,0.00014,0.000155,3616.00,1461530.00,3.74,3.75,3.48,3.54,2853130.00,163373000.00,0.90824,0.943185,0.899441,0.903885,472164.00,68663100.00,2.61,2.64,2.46,2.49,39518.00,15865200.00,0.472986,0.5145,0.453287,0.507456,43384.00,4930890.00
12/19/15,463.55,465.58,456.76,462.32,47892700.00,6942950000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006383,0.006401,0.006254,0.006291,452403.00,214054000.00,,,,,,,,,,,,,,,,,,,,,,,,,0.000182,0.000193,0.000134,0.000162,4681.00,1639130.00,3.77,3.78,3.71,3.72,1480630.00,164389000.00,0.921524,0.925874,0.888916,0.908072,343535.00,69644200.00,2.65,2.69,2.58,2.61,27223.00,16074600.00,0.499377,0.500674,0.469805,0.471013,23387.00,5200550.00
12/18/15,455.85,465.18,454.94,463.62,60220100.00,6825640000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006686,0.006686,0.006367,0.006387,833330.00,224227000.00,,,,,,,,,,,,,,,,,,,,,,,,,0.000243,0.000249,0.000169,0.000182,12619.00,2188060.00,3.75,3.81,3.73,3.76,2642590.00,163728000.00,0.938327,0.939493,0.908081,0.920127,300787.00,70890600.00,2.61,2.65,2.58,2.65,39821.00,15820500.00,0.500976,0.510883,0.491797,0.499438,18904.00,5211360.00
12/17/15,454.78,457.86,448.86,456.08,47978400.00,6807850000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006754,0.006808,0.00667,0.006694,556682.00,226524000.00,,,,,,,,,,,,,,,,,,,,,,,,,0.000199,0.000302,0.000183,0.000243,33215.00,1790580.00,3.7,3.79,3.68,3.74,2244680.00,161615000.00,0.993043,0.997611,0.911807,0.940701,640765.00,74999300.00,2.69,2.69,2.57,2.61,40819.00,16298400.00,0.51908,0.532793,0.495784,0.501231,19565.00,5394470.00
12/16/15,465.21,465.21,443.85,454.93,107944000.00,6962090000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006689,0.006816,0.006454,0.006755,1249850.00,224334000.00,,,,,,,,,,,,,,,,,,,,,,,,,0.000126,0.000194,0.000116,0.000183,7084.00,1131790.00,3.84,3.84,3.68,3.7,3628690.00,167443000.00,1.02,1.02,0.974927,0.991182,320767.00,76791600.00,2.69,2.73,2.55,2.69,46530.00,16315300.00,0.555805,0.556907,0.515,0.518993,27338.00,5769580.00
12/15/15,443.88,465.32,443.88,465.32,83121100.00,6640850000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0076,0.0076,0.006622,0.006684,4908540.00,254899000.00,,,,,,,,,,,,,,,,,,,,,,,,,0.000138,0.000138,0.000116,0.000126,1109.00,1239320.00,3.62,3.84,3.61,3.83,5124770.00,157776000.00,0.990589,1.03,0.98224,1.01,578618.00,74764100.00,2.69,2.76,2.64,2.68,58882.00,16273500.00,0.536327,0.561471,0.52132,0.556358,38572.00,5561680.00
12/14/15,433.27,447.14,430.46,444.18,130496000.00,6480070000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008774,0.00878,0.007614,0.007614,2433140.00,294258000.00,,,,,,,,,,,,,,,,,,,,,,,,,0.000143,0.000143,0.000132,0.000138,187.00,1288610.00,3.64,3.67,3.6,3.61,3011480.00,158529000.00,0.95662,1.01,0.950178,0.993022,563436.00,72176400.00,2.76,2.89,2.68,2.69,102466.00,16723300.00,0.474014,0.564516,0.463613,0.534761,98330.00,4910560.00
12/13/15,431.66,441.68,426.27,433.75,55050600.00,6454430000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008532,0.008867,0.008472,0.008779,1394050.00,286139000.00,,,,,,,,,,,,,,,,,,,,,,,,,0.000155,0.000161,0.000131,0.000143,2345.00,1399390.00,3.6,3.66,3.57,3.63,3218570.00,156708000.00,0.971538,0.989394,0.937438,0.952884,273614.00,73276400.00,2.59,2.75,2.54,2.73,67091.00,15679300.00,0.455545,0.469722,0.445625,0.465171,28983.00,4714140.00
12/12/15,452.33,469.1,410.74,435,131969000.00,6761730000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008454,0.008642,0.008123,0.008536,1317990.00,283513000.00,,,,,,,,,,,,,,,,,,,,,,,,,0.000147,0.000153,0.000118,0.000127,718.00,1320440.00,3.84,3.97,3.5,3.61,6201500.00,167378000.00,0.931196,1.05,0.928546,0.976973,1376280.00,70210000.00,2.7,2.79,2.43,2.58,47864.00,16341800.00,0.459582,0.481152,0.424192,0.455326,17071.00,4751070.00
12/11/15,415.28,451.94,415.28,451.94,110944000.00,6206150000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008445,0.008453,0.007793,0.008441,3465490.00,283239000.00,,,,,,,,,,,,,,,,,,,,,,,,,0.000146,0.00015,0.00014,0.000146,258.00,1311020.00,3.67,3.85,3.67,3.84,5086460.00,159938000.00,0.839995,0.929762,0.819789,0.929762,801072.00,63312400.00,2.44,2.71,2.44,2.69,46393.00,14761700.00,0.430741,0.465265,0.430741,0.458294,19202.00,4448200.00
12/10/15,417.99,419.51,411.55,415.48,52138900.00,6244360000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008527,0.009071,0.008444,0.008444,3223520.00,285962000.00,,,,,,,,,,,,,,,,,,,,,,,,,0.000137,0.000211,0.000124,0.000146,561.00,1233710.00,3.67,3.68,3.59,3.66,2538190.00,159735000.00,0.79559,0.86159,0.787291,0.840396,369589.00,59945000.00,2.5,2.52,2.44,2.44,31690.00,15122800.00,0.450669,0.456122,0.416312,0.431434,22548.00,4649320.00
12/9/15,414.44,423.12,406.29,417.56,90917200.00,6189620000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006796,0.008905,0.006746,0.008523,5702470.00,227913000.00,,,,,,,,,,,,,,,,,,,,,,,,,0.000134,0.000142,0.000126,0.000137,676.00,1205030.00,3.68,3.74,3.61,3.67,4506800.00,160252000.00,0.824454,0.824454,0.770488,0.792167,624221.00,62098400.00,2.41,2.7,2.37,2.51,121460.00,14595600.00,0.43195,0.465338,0.425805,0.452073,35438.00,4451310.00
12/8/15,395.75,415.56,389.95,415.56,57801400.00,5908810000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005561,0.006775,0.00556,0.006775,2423870.00,186501000.00,,,,,,,,,,,,,,,,,,,,,,,,,0.000126,0.000137,0.000118,0.000133,1172.00,1137930.00,3.65,3.69,3.55,3.69,2744880.00,158672000.00,0.806024,0.823645,0.782328,0.822118,445903.00,60690400.00,2.33,2.4,2.28,2.4,44093.00,14092000.00,0.421141,0.433819,0.395307,0.42936,40491.00,4335150.00
12/7/15,389.98,399.97,385.41,395.54,63455800.00,5821140000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005312,0.00556,0.005297,0.00556,866871.00,178156000.00,,,,,,,,,,,,,,,,,,,,,,,,,0.000103,0.000126,0.000096,0.000126,792.00,930447.00,3.45,3.69,3.45,3.65,4210900.00,150138000.00,0.836322,0.850791,0.78765,0.811264,520409.00,62950900.00,2.33,2.38,2.29,2.33,40495.00,14054100.00,0.428331,0.448007,0.413978,0.421295,29885.00,4404700.00
12/6/15,389.56,402.81,387.09,388.78,77762000.00,5813290000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005302,0.005368,0.005153,0.005344,1002000.00,177809000.00,,,,,,,,,,,,,,,,,,,,,,,,,0.00012,0.000125,0.000099,0.000104,2133.00,1077410.00,3.53,3.58,3.45,3.47,4063170.00,153258000.00,0.866417,0.882436,0.833115,0.8355,443608.00,65194900.00,2.32,2.47,2.31,2.34,55270.00,14020800.00,0.441376,0.472206,0.423569,0.439947,43779.00,4533980.00
12/5/15,363.72,389.79,363.23,388.95,66282200.00,5426180000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004756,0.005301,0.004756,0.005301,716241.00,159499000.00,,,,,,,,,,,,,,,,,,,,,,,,,0.000118,0.000126,0.000114,0.000118,165.00,1058130.00,3.37,3.54,3.37,3.52,2664550.00,146450000.00,0.841195,0.872821,0.824444,0.862438,232743.00,63276000.00,2.35,2.44,2.29,2.32,61252.00,14172200.00,0.371867,0.461083,0.367797,0.451304,61840.00,3815610.00
12/4/15,361.26,363.52,355.76,363.18,35784100.00,5388110000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004262,0.004782,0.004239,0.004754,930102.00,142951000.00,,,,,,,,,,,,,,,,,,,,,,,,,0.000108,0.000122,0.000107,0.000118,1096.00,974880.00,3.38,3.39,3.34,3.36,1333170.00,146942000.00,0.812082,0.859575,0.802373,0.840041,241278.00,61065700.00,2.33,2.36,2.3,2.34,36114.00,14082300.00,0.370545,0.385908,0.361464,0.370805,22222.00,3797980.00
12/3/15,359.33,370.27,357.41,361.05,50714900.00,5358040000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004176,0.004304,0.004173,0.004262,139104.00,140043000.00,,,,,,,,,,,,,,,,,,,,,,,,,0.000103,0.000117,0.000097,0.000108,1771.00,922833.00,3.35,3.44,3.34,3.38,1943430.00,145343000.00,0.818546,0.837664,0.785086,0.812143,539969.00,61530500.00,2.19,2.4,2.19,2.34,77349.00,13181700.00,0.368825,0.389666,0.362636,0.366891,19257.00,3776240.00
12/2/15,361.85,362.23,349.46,359.19,54160500.00,5394070000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004091,0.004189,0.004041,0.004173,328403.00,137194000.00,,,,,,,,,,,,,,,,,,,,,,,,,0.000116,0.000127,0.000092,0.000102,3449.00,1044380.00,3.43,3.44,3.3,3.34,2452500.00,148937000.00,0.873171,0.878017,0.818924,0.82121,506307.00,65615700.00,2.09,2.19,2.03,2.18,45288.00,12574200.00,0.376133,0.387212,0.360591,0.368688,15544.00,3846870.00
12/1/15,377.41,378.93,356.56,362.49,60452200.00,5624580000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004202,0.004208,0.004054,0.00409,312401.00,140912000.00,,,,,,,,,,,,,,,,,,,,,,,,,0.000106,0.000136,0.000102,0.000116,1860.00,950715.00,3.63,3.64,3.4,3.43,2841630.00,157352000.00,0.878316,0.886736,0.853937,0.8748,652857.00,65980000.00,2.17,2.18,2.05,2.08,37007.00,13063600.00,0.393141,0.414991,0.363408,0.376028,20746.00,4016600.00
11/30/15,371.44,382.36,370.38,377.32,71701600.00,5534000000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004298,0.004322,0.004185,0.004201,272695.00,144155000.00,,,,,,,,,,,,,,,,,,,,,,,,,0.000104,0.000109,0.000102,0.000106,224.00,933912.00,3.66,3.74,3.58,3.62,3339320.00,158950000.00,0.879951,0.895054,0.847696,0.873119,784439.00,66080400.00,2.15,2.24,2.11,2.17,49178.00,12962300.00,0.401331,0.428038,0.374931,0.395225,30652.00,4095740.00
11/29/15,357.47,371.94,355.67,371.29,40409300.00,5324610000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004243,0.004299,0.004234,0.004299,197822.00,142311000.00,,,,,,,,,,,,,,,,,,,,,,,,,0.000107,0.000107,0.000091,0.000104,247.00,960336.00,3.53,3.68,3.5,3.67,2720390.00,153251000.00,0.914144,0.914153,0.860533,0.878614,448358.00,68625100.00,2.08,2.17,2.07,2.15,26013.00,12539800.00,0.392537,0.407767,0.383381,0.401147,14276.00,4001630.00
11/28/15,357.14,359.54,352.17,357.38,36816600.00,5318300000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004275,0.004275,0.004208,0.004238,195480.00,141727000.00,,,,,,,,,,,,,,,,,,,,,,,,,0.000093,0.000114,0.000091,0.000107,946.00,833174.00,3.58,3.58,3.46,3.52,1691790.00,154978000.00,0.868102,0.929293,0.862122,0.915703,462464.00,65147000.00,2.16,2.16,2.07,2.08,25565.00,12978500.00,0.385953,0.396764,0.379471,0.39204,14046.00,3930100.00
11/27/15,351.86,363.59,347.87,358.04,55179100.00,5238500000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004276,0.004304,0.004229,0.004276,199790.00,141773000.00,,,,,,,,,,,,,,,,,,,,,,,,,0.000111,0.000122,0.000087,0.000093,1016.00,1003330.00,3.6,3.63,3.52,3.58,2780650.00,156052000.00,0.8821,0.900051,0.860695,0.867951,403813.00,66174600.00,2.18,2.23,2.13,2.16,32579.00,13139500.00,0.401079,0.410845,0.370903,0.386268,30668.00,4079510.00
11/26/15,328.3,366.76,328.23,352.68,106105000.00,4886330000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004317,0.004435,0.004227,0.004291,400520.00,143140000.00,,,,,,,,,,,,,,,,,,,,,,,,,0.000108,0.000115,0.000101,0.000111,696.00,973836.00,3.35,3.72,3.35,3.61,8700000.00,145182000.00,0.863273,0.903643,0.80436,0.884183,947473.00,64740900.00,2.15,2.34,2.12,2.19,58542.00,12943400.00,0.387136,0.421036,0.375184,0.404663,29751.00,3933670.00
11/25/15,320.05,329.13,316.77,328.21,41666900.00,4762230000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004242,0.004325,0.004228,0.004318,197356.00,140650000.00,,,,,,,,,,,,,,,,,,,,,,,,,0.0001,0.000113,0.0001,0.000108,772.00,897112.00,3.11,3.34,3.09,3.34,2877300.00,134853000.00,0.893827,0.899493,0.851106,0.863537,622991.00,67010200.00,2.08,2.16,2.05,2.15,23152.00,12497100.00,0.391612,0.394932,0.371908,0.387684,18839.00,3974460.00
11/24/15,323.01,323.06,318.12,320.05,29362600.00,4805160000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004288,0.004288,0.004201,0.004242,197940.00,142189000.00,,,,,,,,,,,,,,,,,,,,,,,,,0.000106,0.000106,0.000099,0.0001,179.00,955314.00,3.13,3.13,3.09,3.11,1510060.00,135523000.00,0.946442,0.948055,0.895931,0.900191,524195.00,70931100.00,2.14,2.14,2.07,2.08,24757.00,12843100.00,0.390972,0.398646,0.374851,0.390148,13449.00,3963690.00
11/23/15,324.35,325.12,321.29,323.05,27478900.00,4823700000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004269,0.004351,0.004237,0.004288,314451.00,141539000.00,,,,,,,,,,,,,,,,,,,,,,,,,0.0001,0.000107,0.0001,0.000106,92.00,898880.00,3.14,3.15,3.11,3.12,1389260.00,136062000.00,0.967493,0.969057,0.93387,0.946969,441875.00,72484200.00,2.08,2.16,2.05,2.14,31968.00,12524900.00,0.396207,0.396207,0.377029,0.391113,7900.00,4012210.00
11/22/15,326.98,327.01,321.26,324.54,23439400.00,4861340000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004249,0.004274,0.004238,0.004267,174556.00,140870000.00,,,,,,,,,,,,,,,,,,,,,,,,,0.000103,0.000117,0.000099,0.0001,686.00,929880.00,3.16,3.16,3.11,3.14,1070770.00,136863000.00,0.979765,0.984132,0.958982,0.968018,372173.00,73378800.00,2.2,2.22,2.05,2.06,28487.00,13216000.00,0.391161,0.396945,0.378655,0.395824,8345.00,3956810.00
11/21/15,322.09,328.16,319.6,326.93,28200500.00,4787340000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004227,0.004268,0.004214,0.004245,182628.00,140147000.00,,,,,,,,,,,,,,,,,,,,,,,,,0.000113,0.000113,0.000098,0.000103,778.00,1020430.00,3.12,3.16,3.11,3.15,1057060.00,134839000.00,0.928758,0.978743,0.92094,0.97614,455976.00,69535300.00,2.23,2.25,2.16,2.2,26400.00,13370600.00,0.390449,0.408989,0.375678,0.391906,29577.00,3945290.00
11/20/15,326.41,326.47,312.22,322.02,53152900.00,4850170000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004222,0.004237,0.004167,0.004227,312768.00,139989000.00,,,,,,,,,,,,,,,,,,,,,,,,,0.000111,0.000117,0.000104,0.000113,69.00,999873.00,3.14,3.14,3.07,3.12,1698240.00,135601000.00,0.955735,0.955735,0.898576,0.92492,614335.00,71532500.00,2.21,2.25,2.13,2.23,28463.00,13270800.00,0.403695,0.406138,0.379315,0.389316,9764.00,4074550.00
11/19/15,334.68,335.33,325.27,326.15,45011100.00,4971880000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004259,0.004263,0.004205,0.004222,173712.00,141209000.00,,,,,,,,,,,,,,,,,,,,,,,,,0.000109,0.00012,0.000102,0.000111,616.00,979074.00,3.19,3.21,3.13,3.13,1448970.00,137943000.00,0.988713,1.01,0.937498,0.955532,443528.00,73976100.00,2.36,2.36,2.21,2.21,48039.00,14143100.00,0.415762,0.420251,0.395156,0.407052,23986.00,4191680.00
